,mcc,sens,spec,prec,acc,FDR,FPR,PPV,NPV,mism,wspec,tversky,balanced_acc,dice
MRI_147.nii.gz,0.854310474,0.981791094,0.992268736,0.749715586,0.992027283,0.250284414,0.007731264,0.749715586,0.999567326,0.850200688,0.934471562,0.898364132,0.987029915,0.850200688
MRI_303.nii.gz,,0.592462653,0.99817566,0.959142543,0.970825195,0.040857457,0.00182434,0.959142543,0.971332813,0.732475164,0.983817126,0.669214839,0.795319156,0.732475164
MRI_746.nii.gz,0.884070199,0.783950617,0.999996178,0.997382199,0.999595642,0.002617801,3.82E-06,0.997382199,0.999598872,0.877880184,0.999965605,0.837730871,0.891973398,0.877880184
MRI_053.nii.gz,0.346086475,0.123398902,1,1,0.970760345,0,0,1,0.970639496,0.219688486,1,0.167429591,0.561699451,0.219688486
MRI_368.nii.gz,0.929378915,0.942313738,0.997963109,0.920042971,0.996612549,0.079957029,0.002036891,0.920042971,0.99856432,0.931045193,0.981961916,0.935520115,0.970138424,0.931045193
MRI_326.nii.gz,0.793633523,0.64387182,0.999856021,0.995403473,0.983413696,0.004596527,0.000143979,0.995403473,0.983044449,0.781945838,0.998705677,0.720171452,0.821863921,0.781945838
MRI_792.nii.gz,0.869644271,0.779881657,0.999923459,0.970544919,0.999214172,0.029455081,7.65E-05,0.970544919,0.999288624,0.864829396,0.999311556,0.828722334,0.889902558,0.864829396
MRI_477.nii.gz,0.957103162,0.937650845,0.999795885,0.977768456,0.999206543,0.022231544,0.000204115,0.977768456,0.999403295,0.957289528,0.998165963,0.949336157,0.968723365,0.957289528
MRI_773.nii.gz,0.909129124,0.893193717,0.999481236,0.926670288,0.998706818,0.073329712,0.000518764,0.926670288,0.999216298,0.9096241,0.995350421,0.90297994,0.946337477,0.9096241
MRI_229.nii.gz,0.950184129,0.961997138,0.998514784,0.940902022,0.997638702,0.059097978,0.001485216,0.940902022,0.999065362,0.951332652,0.986790011,0.955569946,0.980255961,0.951332652
MRI_674.nii.gz,0.912838236,0.929705215,0.999459399,0.897155361,0.999107361,0.102844639,0.000540601,0.897155361,0.999643368,0.913140312,0.995155546,0.91969493,0.964582307,0.913140312
MRI_558.nii.gz,0.957860023,0.941627479,0.999159937,0.977501857,0.997013092,0.022498143,0.000840063,0.977501857,0.997740591,0.959229367,0.992489904,0.95211023,0.970393708,0.959229367
MRI_711.nii.gz,0.751416907,0.971346705,0.998141108,0.582474227,0.998069763,0.417525773,0.001858892,0.582474227,0.999923366,0.728249194,0.983515117,0.809262354,0.984743906,0.728249194
MRI_067.nii.gz,0.899498616,0.90141861,0.998399132,0.900768861,0.996860504,0.099231139,0.001600868,0.900768861,0.998410742,0.901093619,0.985774372,0.901223587,0.949908871,0.901093619
MRI_137.nii.gz,0.626474373,1,0.993418179,0.395070423,0.99344635,0.604929577,0.006581821,0.395070423,1,0.566380616,0.943726662,0.685232686,0.99670909,0.566380616
MRI_399.nii.gz,0.979032788,0.9770066,0.999669835,0.981814292,0.999263763,0.018185708,0.000330165,0.981814292,0.999580534,0.979404546,0.997036343,0.978443956,0.988338217,0.979404546
MRI_284.nii.gz,0.911512102,0.905195765,0.998771713,0.920611069,0.997322083,0.079388931,0.001228287,0.920611069,0.998508625,0.912838341,0.989052985,0.909765876,0.951983739,0.912838341
MRI_166.nii.gz,-0.004949041,0,0.999086704,0,0.972316742,1,0.000913296,0,0.97318173,0,0.991839959,0,0.499543352,0
MRI_808.nii.gz,0.893912878,0.97515528,0.998683473,0.82070047,0.998538971,0.17929953,0.001316527,0.82070047,0.99984629,0.891285836,0.988274751,0.923040743,0.986919376,0.891285836
MRI_852.nii.gz,0.947829885,0.96365105,0.999670379,0.932759969,0.999500275,0.067240031,0.000329621,0.932759969,0.999827497,0.947953913,0.997041217,0.954170999,0.981660715,0.947953913
MRI_152.nii.gz,0.478668293,0.244473586,1,1,0.938461304,0,0,1,0.937211004,0.392894776,1,0.316126063,0.622236793,0.392894776
MRI_441.nii.gz,0.958834525,0.978578384,0.999507863,0.940130964,0.999343872,0.059869036,0.000492137,0.940130964,0.999830773,0.958969466,0.995588134,0.966717968,0.989043123,0.958969466
MRI_642.nii.gz,0.716557056,0.841176471,0.999304823,0.611111111,0.999099731,0.388888889,0.000695177,0.611111111,0.999793638,0.707920792,0.993778014,0.755813953,0.920240647,0.707920792
MRI_793.nii.gz,0.798237328,0.761061947,0.999556156,0.838440111,0.998836517,0.161559889,0.000443844,0.838440111,0.999277042,0.79787939,0.996019536,0.782733065,0.880309051,0.79787939
MRI_732.nii.gz,0.77699174,0.96984127,0.998588986,0.623469388,0.998519897,0.376530612,0.001411014,0.623469388,0.999927249,0.759006211,0.98744262,0.831292517,0.984215128,0.759006211
MRI_363.nii.gz,0.86977205,0.805727377,0.99917759,0.943148297,0.995956421,0.056851703,0.00082241,0.943148297,0.996718457,0.869038794,0.99264669,0.842556658,0.902452483,0.869038794
MRI_912.nii.gz,0.951776256,0.908918406,0.999984649,0.99722415,0.999435425,0.00277585,1.54E-05,0.99722415,0.999447647,0.951025811,0.999861855,0.933723197,0.954451527,0.951025811
MRI_308.nii.gz,0.923545924,0.971812081,0.997706404,0.880243161,0.997264862,0.119756839,0.002293596,0.880243161,0.999510126,0.923763955,0.979729575,0.942401562,0.984759242,0.923763955
MRI_216.nii.gz,0.776780661,0.635799136,0.998904289,0.97203591,0.978382111,0.02796409,0.001095711,0.97203591,0.978625724,0.768759946,0.990224292,0.709417479,0.817351713,0.768759946
MRI_239.nii.gz,0.902193745,0.982861401,0.997918754,0.830081812,0.997764587,0.169918188,0.002081246,0.830081812,0.999822371,0.900034118,0.981575555,0.931431396,0.990390078,0.900034118
MRI_292.nii.gz,0.966715742,0.9656477,0.999213418,0.96946217,0.99836731,0.03053783,0.000786582,0.96946217,0.999111762,0.967551175,0.992965031,0.966788885,0.982430559,0.967551175
MRI_454.nii.gz,0.92715313,0.876322213,0.999524398,0.986263736,0.994903564,0.013736264,0.000475602,0.986263736,0.995201414,0.928048255,0.99573581,0.906641973,0.937923306,0.928048255
MRI_889.nii.gz,0.927874784,0.882094701,0.999752853,0.977754605,0.998321533,0.022245395,0.000247147,0.977754605,0.998549758,0.927464557,0.997780065,0.908767849,0.940923777,0.927464557
MRI_124.nii.gz,0.851257011,0.972810623,0.996003568,0.748297665,0.995723724,0.251702335,0.003996432,0.748297665,0.999666708,0.845910653,0.96514643,0.892479044,0.984407095,0.845910653
MRI_706.nii.gz,0.936339512,0.982489056,0.999278436,0.893121092,0.999176025,0.106878908,0.000721564,0.893121092,0.999892467,0.935675998,0.993543192,0.953855495,0.990883746,0.935675998
MRI_616.nii.gz,0.98126594,0.969464918,0.999785456,0.994696523,0.998577118,0.005303477,0.000214544,0.994696523,0.998733936,0.981918658,0.998072415,0.976898963,0.984625187,0.981918658
MRI_497.nii.gz,0.943405192,0.983749275,0.999320331,0.905448718,0.999217987,0.094551282,0.000679669,0.905448718,0.99989242,0.942976356,0.993916062,0.958873112,0.991534803,0.942976356
MRI_358.nii.gz,0.930015993,0.976552598,0.997739016,0.888184438,0.997356415,0.111815562,0.002260984,0.888184438,0.999567991,0.930274676,0.980012669,0.948249339,0.987145807,0.930274676
MRI_593.nii.gz,0.835831135,0.999230769,0.997872291,0.700647249,0.997879028,0.299352751,0.002127709,0.700647249,0.999996158,0.823715916,0.981171122,0.885963716,0.99855153,0.823715916
MRI_032.nii.gz,,0.948821692,0.996956332,0.946537318,0.994369507,0.053462682,0.003043668,0.946537318,0.997093,0.947678128,0.973258139,0.948135223,0.972889012,0.947678128
MRI_364.nii.gz,0.949604503,0.994275649,0.998237591,0.908651911,0.998168945,0.091348089,0.001762409,0.908651911,0.999898901,0.949537426,0.984358851,0.966940733,0.99625662,0.949537426
MRI_366.nii.gz,0.900723789,0.876804462,0.998426076,0.929888657,0.995597839,0.070111343,0.001573924,0.929888657,0.997070937,0.9025667,0.98601083,0.892082248,0.937615269,0.9025667
MRI_886.nii.gz,0.9520327,0.99194847,0.999778222,0.913946588,0.999759674,0.086053412,0.000221778,0.913946588,0.999980877,0.951351351,0.998007535,0.967184801,0.995863346,0.951351351
MRI_077.nii.gz,0.435964613,0.820638821,0.995801129,0.23307746,0.995529175,0.76692254,0.004198871,0.23307746,0.999719996,0.363043478,0.963438301,0.46726357,0.908219975,0.363043478
MRI_637.nii.gz,0.918020574,0.968697124,0.999348564,0.870722433,0.999210358,0.129277567,0.000651436,0.870722433,0.999858145,0.917100521,0.994167474,0.937065226,0.984022844,0.917100521
MRI_601.nii.gz,0.580284074,0.972222222,0.990277671,0.35,0.990180969,0.65,0.009722329,0.35,0.99984898,0.514705882,0.918813608,0.634057971,0.981249947,0.514705882
MRI_534.nii.gz,0.979700455,0.987844547,0.999364034,0.972526546,0.999107361,0.027473454,0.000635966,0.972526546,0.999722885,0.980125701,0.994305279,0.983198719,0.993604291,0.980125701
MRI_580.nii.gz,0.970757012,0.960648843,0.999349612,0.983193277,0.997875214,0.016806723,0.000650388,0.983193277,0.998442861,0.971790327,0.994176803,0.967302864,0.979999228,0.971790327
MRI_034.nii.gz,0.94975577,0.940555075,0.998506342,0.963028515,0.996204376,0.036971485,0.001493658,0.963028515,0.997543397,0.951659136,0.986715815,0.947186197,0.969530709,0.951659136
MRI_453.nii.gz,0.9718628,0.961570439,0.999351422,0.984581914,0.99779129,0.015418086,0.000648578,0.984581914,0.998346398,0.972940132,0.994192928,0.968360142,0.98046093,0.972940132
MRI_884.nii.gz,0.902650251,0.994129159,0.998722234,0.820678514,0.998695374,0.179321486,0.001277766,0.820678514,0.999965423,0.899115044,0.988616466,0.934854619,0.996425696,0.899115044
MRI_387.nii.gz,0.593487663,0.614829727,0.990108633,0.591224391,0.981575012,0.408775609,0.009891367,0.591224391,0.991029323,0.602796053,0.917505561,0.60755255,0.80246918,0.602796053
MRI_526.nii.gz,0.97643922,0.986404834,0.999657027,0.967049241,0.999523163,0.032950759,0.000342973,0.967049241,0.999861241,0.976631146,0.996921693,0.980517287,0.993030931,0.976631146
MRI_623.nii.gz,,0.961821288,0.999252054,0.98583936,0.997329712,0.01416064,0.000747946,0.98583936,0.997935818,0.973682232,0.993308523,0.968902923,0.980536671,0.973682232
MRI_505.nii.gz,0.953783363,0.938136827,0.999141394,0.972585513,0.9972229,0.027414487,0.000858606,0.972585513,0.997993643,0.95505063,0.992325265,0.948212447,0.968639111,0.95505063
MRI_447.nii.gz,0.789664235,0.630254425,0.999996077,0.999780654,0.989795685,0.000219346,3.92E-06,0.999780654,0.989618961,0.77313205,0.999964695,0.708853673,0.815125251,0.77313205
MRI_741.nii.gz,0.948672965,0.991701245,0.999628609,0.907882241,0.999599457,0.092117759,0.000371391,0.907882241,0.999969359,0.947942489,0.996667379,0.964974261,0.995664927,0.947942489
MRI_122.nii.gz,0.911225675,0.914456801,0.997986726,0.911960416,0.996124268,0.088039584,0.002013274,0.911960416,0.998049032,0.913206902,0.982167748,0.913706452,0.956221764,0.913206902
MRI_054.nii.gz,0.883719306,0.967223861,0.997329144,0.810046665,0.99697876,0.189953335,0.002670856,0.810046665,0.999613154,0.881685091,0.976465164,0.91401846,0.982276503,0.881685091
MRI_264.nii.gz,0.701094239,0.508546338,0.999730223,0.979166667,0.987781525,0.020833333,0.000269777,0.979166667,0.98789176,0.669418929,0.997577238,0.594228126,0.754138281,0.669418929
MRI_242.nii.gz,0.883446937,0.904947283,0.996683322,0.867921593,0.994525909,0.132078407,0.003316678,0.867921593,0.997708395,0.886047804,0.970921449,0.893512068,0.950815302,0.886047804
MRI_548.nii.gz,0.97983367,0.980580138,0.999370099,0.98033915,0.998786926,0.01966085,0.000629901,0.98033915,0.999377967,0.980459629,0.994359312,0.980507829,0.989975118,0.980459629
MRI_385.nii.gz,0.920162321,0.969425802,0.997857594,0.875814058,0.997421265,0.124185942,0.002142406,0.875814058,0.999522684,0.920245399,0.98104325,0.939306358,0.983641698,0.920245399
MRI_555.nii.gz,0.906080944,0.93045664,0.996686054,0.887453383,0.994876862,0.112546617,0.003313946,0.887453383,0.998044267,0.908446384,0.970944782,0.917124334,0.963571347,0.908446384
MRI_899.nii.gz,0.762549078,0.617892343,0.999812135,0.943287037,0.997890472,0.056712963,0.000187865,0.943287037,0.998071035,0.746678882,0.998311748,0.689217759,0.808852239,0.746678882
MRI_030.nii.gz,0.935756618,0.963560732,0.99780974,0.91168136,0.997024536,0.08831864,0.00219026,0.91168136,0.999143836,0.936903414,0.980627115,0.947387364,0.980685236,0.936903414
MRI_277.nii.gz,0.858516767,0.886691609,0.998724416,0.833249623,0.997924805,0.166750377,0.001275584,0.833249623,0.999185095,0.859140342,0.988635715,0.869952805,0.942708013,0.859140342
MRI_692.nii.gz,0.938021232,0.961852861,0.999624583,0.915298185,0.999465942,0.084701815,0.000375417,0.915298185,0.999839072,0.937998229,0.996631363,0.947396672,0.980738722,0.937998229
MRI_831.nii.gz,0.88717571,0.983695652,0.99913867,0.800884956,0.999084473,0.199115044,0.00086133,0.800884956,0.999942532,0.882926829,0.992301083,0.920651068,0.991417161,0.882926829
MRI_241.nii.gz,0.913239236,0.990018715,0.995499194,0.846512868,0.995365143,0.153487132,0.004500806,0.846512868,0.99974867,0.912659047,0.960900581,0.942105341,0.992758955,0.912659047
MRI_093.nii.gz,0.728601837,1,0.987118282,0.537788275,0.987308502,0.462211725,0.012881718,0.537788275,1,0.699430843,0.894895907,0.795013452,0.993559141,0.699430843
MRI_409.nii.gz,0.940597852,0.98802604,0.996245198,0.899269919,0.995975494,0.100730081,0.003754802,0.899269919,0.999592391,0.941560959,0.967192274,0.959612497,0.992135619,0.941560959
MRI_838.nii.gz,0.947962318,0.996297668,0.998886075,0.903020134,0.998859406,0.096979866,0.001113925,0.903020134,0.999961414,0.947368421,0.990063227,0.966351851,0.997591871,0.947368421
MRI_283.nii.gz,0.828371187,0.707192871,0.999609161,0.977992958,0.992599487,0.022007042,0.000390839,0.977992958,0.992857143,0.820834873,0.996493415,0.771259979,0.853401016,0.820834873
MRI_427.nii.gz,0.77505735,0.631308986,0.999164012,0.966849961,0.985485077,0.033150039,0.000835988,0.966849961,0.985948807,0.763855272,0.992526094,0.704675316,0.815236499,0.763855272
MRI_591.nii.gz,0.955490993,0.969975981,0.999426142,0.942068429,0.999145508,0.057931571,0.000573858,0.942068429,0.999711063,0.95581854,0.994858878,0.961431632,0.984701061,0.95581854
MRI_672.nii.gz,0.947713354,0.94599018,0.999421048,0.950657895,0.99879837,0.049342105,0.000578952,0.950657895,0.99936319,0.948318294,0.994813457,0.947385674,0.972705614,0.948318294
MRI_739.nii.gz,0.8722109,1,0.999292689,0.761290323,0.999294281,0.238709677,0.000707311,0.761290323,1,0.864468864,0.99367002,0.914020139,0.999646345,0.864468864
MRI_140.nii.gz,0.825862485,1,0.996699733,0.68430724,0.996723175,0.31569276,0.003300267,0.68430724,1,0.812568187,0.971061635,0.878426192,0.998349867,0.812568187
MRI_717.nii.gz,0.897140264,0.997730711,0.992820953,0.812609097,0.992969513,0.187390903,0.007179047,0.812609097,0.999928686,0.895704827,0.938897817,0.933904485,0.995275832,0.895704827
MRI_333.nii.gz,0.833713731,0.734608209,0.999673077,0.948795181,0.997505188,0.051204819,0.000326923,0.948795181,0.997815605,0.82807571,0.997065368,0.787972784,0.867140643,0.82807571
MRI_320.nii.gz,0.8961052,1,0.997120336,0.805323591,0.997154236,0.194676409,0.002879664,0.805323591,1,0.892165366,0.974666636,0.932382621,0.998560168,0.892165366
MRI_644.nii.gz,0.288190373,0.712781955,0.986641375,0.119485757,0.985946655,0.880514243,0.013358625,0.119485757,0.999260197,0.204663212,0.891380436,0.286301039,0.849711665,0.204663212
MRI_496.nii.gz,0.954277379,0.940632228,0.99969948,0.969023034,0.99911499,0.030976966,0.00030052,0.969023034,0.999406839,0.954616588,0.997301806,0.948973242,0.970165854,0.954616588
MRI_684.nii.gz,0.884107181,0.997498437,0.998322747,0.784940945,0.998317719,0.215059055,0.001677253,0.784940945,0.999984622,0.878545855,0.985104586,0.922551912,0.997910592,0.878545855
MRI_498.nii.gz,0.939549877,0.997784343,0.999328962,0.885321101,0.999320984,0.114678899,0.000671038,0.885321101,0.999988489,0.938194444,0.993992906,0.961155378,0.998556652,0.938194444
MRI_483.nii.gz,0.969651257,0.988996139,0.998992077,0.951876626,0.998794556,0.048123374,0.001007923,0.951876626,0.999778005,0.970081424,0.991001251,0.977559821,0.993994108,0.970081424
MRI_502.nii.gz,,0.989263093,0.998390838,0.969639612,0.997940063,0.030360388,0.001609162,0.969639612,0.999441624,0.979353063,0.985701608,0.983293153,0.993826965,0.979353063
MRI_568.nii.gz,0.965744971,0.997173299,0.998792444,0.93649173,0.998764038,0.06350827,0.001207556,0.93649173,0.999949465,0.965880371,0.989235982,0.97815886,0.997982871,0.965880371
MRI_914.nii.gz,0.938630065,0.887242798,0.999973173,0.993548387,0.999450684,0.006451613,2.68E-05,0.993548387,0.999475214,0.937391304,0.999758607,0.916666667,0.943607986,0.937391304
MRI_676.nii.gz,0.853832045,0.918302945,0.997427611,0.797017651,0.996566772,0.202982349,0.002572389,0.797017651,0.999099893,0.853372434,0.977315326,0.878210717,0.957865278,0.853372434
MRI_162.nii.gz,0.770942235,0.731319867,0.996848801,0.821546596,0.99168396,0.178453404,0.003151199,0.821546596,0.99468178,0.773811994,0.97233659,0.756236058,0.864084334,0.773811994
MRI_628.nii.gz,0.946250945,0.907380608,0.99980568,0.988736202,0.998100281,0.011263798,0.00019432,0.988736202,0.998261578,0.946313066,0.998253831,0.930345939,0.953593144,0.946313066
MRI_312.nii.gz,0.820020944,0.688522913,0.999702815,0.988980311,0.988098145,0.011019689,0.000297185,0.988980311,0.98807463,0.811844168,0.997331678,0.757568936,0.844112864,0.811844168
MRI_516.nii.gz,0.939887046,0.914760045,0.999176393,0.968967046,0.996868134,0.031032954,0.000823607,0.968967046,0.997607459,0.941083602,0.992636058,0.930374448,0.956968219,0.941083602
MRI_240.nii.gz,0.846011463,0.9932419,0.992668593,0.726097065,0.992679596,0.273902935,0.007331407,0.726097065,0.999866804,0.83891547,0.937672901,0.894509783,0.992955247,0.83891547
MRI_141.nii.gz,0.933410595,0.984414643,0.998658365,0.886422977,0.998508453,0.113577023,0.001341635,0.886422977,0.999834028,0.932852482,0.988053507,0.952815296,0.991536504,0.932852482
MRI_010.nii.gz,0.93819048,0.936068585,0.998220325,0.944163064,0.996284485,0.055836936,0.001779675,0.944163064,0.997945278,0.940098401,0.984207768,0.938482318,0.967144455,0.940098401
MRI_230.nii.gz,0.951726709,0.981246125,0.998005413,0.925449496,0.997592926,0.074550504,0.001994587,0.925449496,0.999526053,0.952531408,0.982330659,0.963813235,0.989625769,0.952531408
MRI_063.nii.gz,0.927355806,0.988389513,0.998500813,0.871532365,0.998397827,0.128467635,0.001499187,0.871532365,0.999880362,0.926289926,0.986667225,0.950169223,0.993445163,0.926289926
MRI_530.nii.gz,0.980777899,0.976581197,0.999680055,0.985849871,0.999164581,0.014150129,0.000319945,0.985849871,0.999465572,0.981193645,0.997127846,0.979343447,0.988130626,0.981193645
MRI_738.nii.gz,0.704710637,0.843558282,0.998539152,0.590128755,0.998153687,0.409871245,0.001460848,0.590128755,0.999609513,0.694444444,0.987004249,0.747282609,0.921048717,0.694444444
MRI_647.nii.gz,0.92781711,0.943012212,0.99974752,0.913272011,0.999588013,0.086727989,0.00025248,0.913272011,0.999839316,0.927903872,0.997732262,0.93388874,0.971379866,0.927903872
MRI_158.nii.gz,0.711271646,0.780054359,0.992496921,0.658954433,0.988620758,0.341045567,0.007503079,0.658954433,0.995898348,0.714408808,0.93629609,0.739294985,0.88627564,0.714408808
MRI_190.nii.gz,0.72023445,0.999412973,0.988107615,0.525300833,0.988254547,0.474699167,0.011892385,0.525300833,0.999992177,0.688643948,0.902266784,0.78646495,0.993760294,0.688643948
MRI_236.nii.gz,0.846077025,0.726505788,0.999867728,0.990901793,0.994552612,0.009098207,0.000132272,0.990901793,0.994605409,0.838351823,0.998810815,0.789720623,0.863186758,0.838351823
MRI_769.nii.gz,0.937407154,0.911605938,0.999625743,0.965344766,0.998630524,0.034655234,0.000374257,0.965344766,0.998989763,0.937706056,0.996641739,0.927088694,0.95561584,0.937706056
MRI_587.nii.gz,0.95443872,0.994676131,0.999215053,0.916598528,0.999176025,0.083401472,0.000784947,0.916598528,0.999953792,0.954042553,0.992979558,0.969890985,0.996945592,0.954042553
MRI_297.nii.gz,0.664797879,0.467541704,0.999367597,0.978881819,0.967990875,0.021118181,0.000632403,0.978881819,0.967675079,0.6328272,0.99433702,0.55442675,0.733454651,0.6328272
MRI_179.nii.gz,0.932028734,0.932023519,0.998248234,0.935646415,0.996486664,0.064353585,0.001751766,0.935646415,0.998142619,0.933831453,0.984451994,0.933107439,0.965135876,0.933831453
MRI_599.nii.gz,0.982681493,0.982157434,0.999471544,0.984338476,0.998905182,0.015661524,0.000528456,0.984338476,0.999396659,0.983246746,0.995263921,0.982810731,0.990814489,0.983246746
MRI_016.nii.gz,0.92729716,0.907721796,0.999315259,0.949312715,0.998039246,0.050687285,0.000684741,0.949312715,0.998697091,0.928051512,0.993870908,0.919811321,0.953518528,0.928051512
MRI_872.nii.gz,0.90321248,0.846991701,0.999769422,0.964559953,0.998645782,0.035440047,0.000230578,0.964559953,0.998867349,0.901960784,0.997928622,0.879138627,0.923380562,0.901960784
MRI_904.nii.gz,0.794657829,0.923366834,0.99742086,0.68627451,0.99697113,0.31372549,0.00257914,0.68627451,0.999530773,0.7873594,0.977257002,0.836653386,0.960393847,0.7873594
MRI_532.nii.gz,0.94604263,0.917732794,0.999496033,0.977743271,0.997570038,0.022256729,0.000503967,0.977743271,0.998018319,0.946788071,0.995482508,0.934947948,0.958614413,0.946788071
MRI_789.nii.gz,0.936976441,0.987100393,0.999166542,0.890237734,0.999084473,0.109762266,0.000833458,0.890237734,0.999911595,0.936170213,0.99254856,0.955898327,0.993133467,0.936170213
MRI_413.nii.gz,0.715071787,0.542698279,0.999160768,0.960631383,0.982563019,0.039368617,0.000839232,0.960631383,0.98302299,0.693571093,0.992497287,0.624162936,0.770929524,0.693571093
MRI_248.nii.gz,0.713046977,0.515859323,0.999996072,0.999742798,0.98608017,0.000257202,3.93E-06,0.999742798,0.985874481,0.680556771,0.999964653,0.60348709,0.757927698,0.680556771
MRI_023.nii.gz,0.931881939,0.899116123,0.999617558,0.967530338,0.99835968,0.032469662,0.000382442,0.967530338,0.998722476,0.93206951,0.996568524,0.918602479,0.949366841,0.93206951
MRI_691.nii.gz,0.900860531,0.962284483,0.999368339,0.844045369,0.999237061,0.155954631,0.000631661,0.844045369,0.999865945,0.899295065,0.994343633,0.923474664,0.980826411,0.899295065
MRI_298.nii.gz,0.626269884,0.408957898,0.99994295,0.997959778,0.962192535,0.002040222,5.70E-05,0.997959778,0.961231109,0.5801669,0.999486785,0.496948498,0.704450424,0.5801669
MRI_082.nii.gz,0.543013175,0.317556146,0.999476093,0.951863916,0.977931976,0.048136084,0.000523907,0.951863916,0.978209661,0.47623359,0.99530452,0.396903249,0.65851612,0.47623359
MRI_522.nii.gz,0.89200672,0.811433447,0.999606824,0.990718818,0.990352631,0.009281182,0.000393176,0.990718818,0.990337262,0.892158117,0.996472508,0.858014616,0.905520135,0.892158117
MRI_153.nii.gz,0.921191952,0.957335734,0.99492499,0.893031066,0.993331909,0.106968934,0.00507501,0.893031066,0.998105773,0.92406603,0.956106973,0.937092511,0.976130362,0.92406603
MRI_845.nii.gz,0.974880296,0.954646633,0.99994972,0.996225319,0.999328613,0.003774681,5.03E-05,0.996225319,0.999369927,0.974992896,0.999547658,0.966751198,0.977298176,0.974992896
MRI_751.nii.gz,0.920411391,0.943866944,0.999605639,0.898120673,0.999401093,0.101879327,0.000394361,0.898120673,0.999793209,0.920425748,0.996461913,0.929661104,0.971736291,0.920425748
MRI_806.nii.gz,0.927047771,0.981481481,0.999140194,0.876515987,0.999031067,0.123484013,0.000859806,0.876515987,0.999884762,0.92603378,0.992314613,0.94744369,0.990310838,0.92603378
MRI_529.nii.gz,0.957061912,0.9197787,0.999957332,0.997250687,0.998630524,0.002749313,4.27E-05,0.997250687,0.99865191,0.956949274,0.999616121,0.941726262,0.959868016,0.956949274
MRI_816.nii.gz,0.967019252,0.988548966,0.998747527,0.947420147,0.998519897,0.052579853,0.001252473,0.947420147,0.999738321,0.967547675,0.98883957,0.975840194,0.993648247,0.967547675
MRI_005.nii.gz,0.929796497,0.970304726,0.997117851,0.894382345,0.996459961,0.105617655,0.002882149,0.894382345,0.999251468,0.930797912,0.974645271,0.946208193,0.983711289,0.930797912
MRI_099.nii.gz,0.956603589,0.966990966,0.998236756,0.949181446,0.997207642,0.050818554,0.001763244,0.949181446,0.998875065,0.958003442,0.98435154,0.961578329,0.982613861,0.958003442
MRI_038.nii.gz,0.938583307,0.993804213,0.999216981,0.887168142,0.999183655,0.112831858,0.000783019,0.887168142,0.999961588,0.937463472,0.992996697,0.959215405,0.996510597,0.937463472
MRI_524.nii.gz,0.942381216,0.972255118,0.997943278,0.91600255,0.997364044,0.08399745,0.002056722,0.91600255,0.99935905,0.943290931,0.981789141,0.954667021,0.985099198,0.943290931
MRI_188.nii.gz,0.966062394,0.979601298,0.998814892,0.95438121,0.998340607,0.04561879,0.001185108,0.95438121,0.99948337,0.966826813,0.989434205,0.971896417,0.989208095,0.966826813
MRI_304.nii.gz,0.692465779,0.54535801,0.997059769,0.907599091,0.974342346,0.092400909,0.002940231,0.907599091,0.976422182,0.681322847,0.97414605,0.61953918,0.771208889,0.681322847
MRI_343.nii.gz,0.902983827,0.832887701,0.999857638,0.980587618,0.998428345,0.019412382,0.000142362,0.980587618,0.998559011,0.900722892,0.998720196,0.872304677,0.916372669,0.900722892
MRI_434.nii.gz,0.893765475,0.821490468,0.999900379,0.973305955,0.99911499,0.026694045,9.96E-05,0.973305955,0.999211242,0.890977444,0.999104128,0.861818182,0.910695424,0.890977444
MRI_564.nii.gz,0.941465457,0.946540881,0.999305775,0.937694704,0.998729706,0.062305296,0.000694225,0.937694704,0.999409847,0.942097027,0.993786485,0.943869552,0.972923328,0.942097027
MRI_452.nii.gz,0.970009147,0.949542731,0.999750624,0.993073879,0.997928619,0.006926121,0.000249376,0.993073879,0.998103127,0.970820571,0.997760088,0.962196018,0.974646678,0.970820571
MRI_318.nii.gz,0.561264878,0.732924694,0.995808461,0.433454169,0.994663239,0.566545831,0.004191539,0.433454169,0.998827883,0.544744549,0.963500078,0.607093639,0.864366577,0.544744549
MRI_667.nii.gz,0.94367405,0.914728682,0.999927306,0.973865199,0.999675751,0.026134801,7.27E-05,0.973865199,0.99974753,0.943371086,0.999346135,0.93170154,0.957327994,0.943371086
MRI_487.nii.gz,0.930831647,0.940438871,0.999804976,0.921658986,0.999660492,0.078341014,0.000195024,0.921658986,0.999854681,0.930954228,0.998247516,0.934725035,0.970121924,0.930954228
MRI_372.nii.gz,0.319121057,0.196204934,0.989276707,0.615384615,0.925502777,0.384615385,0.010723293,0.615384615,0.933662983,0.297543254,0.911115441,0.246597068,0.59274082,0.297543254
MRI_269.nii.gz,-0.008630244,0,0.996298012,0,0.976325989,1,0.003701988,0,0.979880778,0,0.967640465,0,0.498149006,0
MRI_478.nii.gz,0.959687754,0.998090388,0.999000008,0.92371134,0.998989105,0.07628866,0.000999992,0.92371134,0.999976812,0.959461527,0.991071497,0.974548619,0.998545198,0.959461527
MRI_376.nii.gz,0.689888166,0.503286457,0.999253192,0.972529907,0.974498749,0.027470093,0.000746808,0.972529907,0.974550951,0.66330899,0.993318646,0.588466591,0.751269824,0.66330899
